advClientId,clientid_cr,pubClientId,clickIp,clmbUserId,imprId,siteId,goalid_cr,cityId_cr,stateDimId,countryDimId_cr,browserId_cr,adSltDimId,crtd,itmClmbLId,ispDimId,devTypeDimId,osVerDimId,conversion_fraud
75694,75694,65594,0,dbda4443-2b19-40fd-bde6-e0ef742ecbe7-6mes,2204d9bc-a895-4c20-8a60-831405daaf6c-10nqk,2602,6384,322893,266906,144,129639,33,50,33,33,49,83,FALSE
83515,83515,2310,2401:4900:5232:846b:91aa:ec9d:2343:a805,9a6f86a7-e6ae-455f-98fd-3958d53ee4f2-10uao,2226fba2-5519-4dfc-9768-973fc9f39f87-1sjo8,767,9115,34688,1814,144,129408,215442,1.62E+12,5551816,136127,196041,360833,FALSE
75694,75694,2658,0,e13062a0-8626-4899-961e-841e9a4869db-1siz8,22ff4244-4f18-4fae-8b4d-069fb8505778-1sj4s,3,6384,0,280429,144,129639,33,73,41,28,52,73,FALSE
75694,75694,2658,0,1ef13d77-52fc-453e-8aaa-79dd75334442-10tzk,234d570a-38fc-4801-a3c3-6fc8a1991c9d-1sj4s,3,6384,435,136127,144,129639,28,52,73,33,73,41,FALSE
75694,75694,15240,0,ab077daa-9f55-4abc-b42f-4ac96c0fa47a-1m84k,23b159d4-7645-49b2-a7a8-3a78b3254da4-1sjr0,178,6384,10243,151402,144,129639,129239,1.62E+12,5488773,199414,202038,196460,FALSE
29892,29892,2658,0,d445b068-53a6-4f09-83e8-357b9b40807e-10w84,23f60357-a471-45d0-a588-4b1733a713f3-1sito,667,469,0,196041,144,129408,308707,1.62E+12,5583264,0,0,129408,FALSE
75694,75694,85030,0,9055c917-4089-4ea7-8fe1-045919a4f493-3qjw,2408ebe1-9eae-4578-8080-62ffe0c0fcfe-1sk7o,3290,6384,10278,280429,144,129639,357097,1.62E+12,5488088,199414,202038,196460,FALSE
75694,75694,2320,0,b28dc420-2467-4623-8532-312c844b7616-62qg,24769a7b-704c-4660-8793-c4be0d3f75df-10oa0,34,6384,436,266737,144,129639,321554,1.62E+12,5488088,199452,202038,196460,TRUE
82122,82122,15240,184.75.215.242,bb0b58d9-49b9-4212-8e10-2c454645fcec-10wm0,247770ab-d537-430f-97f6-7a60594fa638-10ntc,178,8628,0,1504,149,129639,130098,1.62E+12,5526656,265611,196047,199452,FALSE
7750,7750,15240,144,961874e9-9b4a-42e2-b82c-5c56af13a74a-6mkc,24abf4c6-bf9e-4a09-90e9-352aa00c750a-10nns,179,1589,435,129163,144,129408,129235,1.62E+12,5609973,280429,196041,360833,FALSE
75694,75694,15240,0,b070beb3-a1cc-4ce6-af5c-768730ec7215-10w84,24da5bd1-e887-48bb-8a00-6e9bdb76cc6f-1sj4s,178,6384,10314,280429,144,129639,337645,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,15240,0,7211cc07-5ae9-406d-a141-a3412ba47b8f-6mes,24e3a6b6-24f8-4e2a-8605-35c25457fca4-1sjio,178,6384,10256,280429,144,129639,129239,1.62E+12,5488773,199414,202038,196460,FALSE
75694,75694,2658,0,6582b4bd-9a6a-4624-b02e-ef7b736d204b-10ofk,24fce698-3f2b-4ccf-91b7-877b1b2f2252-10oic,3,6384,437,180933,144,129639,33,73,41,28,52,73,FALSE
75694,75694,2658,0,01b5109f-3629-4eba-88c9-ddbb6eb9d87b-10uao,258dcfd5-e030-4b51-926e-7a0b5a0d3d36-h0hg,3,6384,34755,133765,144,129639,33,73,41,28,52,73,FALSE
75694,75694,15240,0,2b786362-8bf4-435a-abab-5ec3a558ba22-10wdo,25ae2f60-d3cb-43d6-aea4-0244c8b7a7b5-1sito,178,6384,0,266906,144,129639,129239,1.62E+12,5488773,199414,202038,196460,FALSE
75694,75694,2658,0,b7a43c83-7076-4a9b-b10e-f5b18c1a0e17-3qs8,25b9ed48-de0c-4b4c-8a5e-9232591d7905-10oic,3,6384,439,164681,144,129639,28,52,73,33,73,41,FALSE
75694,75694,15240,0,38ee040d-cf4a-4013-916f-b546f7f97391-10wj8,25c9265b-9911-4ca3-99fa-cb67e1e88809-10nw4,178,6384,10295,280043,144,129639,129237,1.62E+12,5488773,199452,202038,196460,FALSE
85572,85572,15240,117.207.31.249,27897464-3e27-4086-8d8d-60640ac4d638-1sjzc,25e74e3f-545c-4fe3-baf5-7c8d2064b05d-1sj4s,178,10346,439,1815,144,129639,337642,1.62E+12,5599296,266906,196047,199414,FALSE
77616,77616,76969,144,dd6f4eab-8233-489a-8ba6-400788cefdfd,25eafeb0-333a-4dda-a4ab-042b5cc57610-1sjd4,2923,9968,437,129311,144,129433,334762,1.62E+12,5590697,196041,264494,0,FALSE
75694,75694,85030,0,a449a10c-172a-4c9f-a489-69875a47ea08-1sjac,2606389f-9a9e-422f-a52e-a1005cd4b228-1sk24,3290,6384,435,136127,144,129639,356952,1.62E+12,5488773,199414,202038,196460,FALSE
86321,86321,16153,2409:4072:71c:b87f:fb87:eff3:bdd4:a720,2d704c6a-163a-4aa5-a6df-5039f2a73e0f-62kw,2630db2f-2d09-4257-a89a-e7a09e61cd30-10ni8,2627,10517,439,1815,144,129408,322157,1.62E+12,5615623,280429,196041,359919,FALSE
75694,75694,65594,0,a41cf790-75fb-4033-b4a0-a7f5fa789e20-10ow8,26534245-26c1-429c-ba24-e68a9c8833dd-10nw4,2602,6384,0,280429,144,129639,33,50,33,33,49,83,FALSE
75694,75694,15240,0,c7bea7f5-c234-42bd-b605-dcaeac7dc277-1sjd4,26a703ca-08ce-43db-bf04-d5751905022d-10ol4,178,6384,0,136127,144,129639,129241,1.62E+12,5488773,199452,202038,196460,FALSE
802,802,15240,223.182.59.142,6ab85a2b-c85b-4b9d-af5e-ae17f67bdded,278dca94-82e8-468c-9c64-6a7cfd44dd97-1sjfw,283,10223,435,129163,144,129433,236059,1.62E+12,5610566,136127,196041,360788,FALSE
75694,75694,85030,0,0285c7e8-725c-4be2-a207-17f142d6d356-10oic,2798ac2a-b6a6-4d71-8832-fd13e7c27865-10oic,3290,6384,34724,133765,144,129639,356952,1.62E+12,5488088,360143,203206,196460,FALSE
1465,1465,2310,122.177.212.201,b59a04c3-c2b5-46df-b21c-06291ffcf679-10u2c,27d17f34-f390-4dec-8b6b-e078a9e0f0d7-1slg4,767,280,10240,1802,144,129408,215442,1.62E+12,5538353,136127,196041,360833,FALSE
75694,75694,2308,0,e17456d5-1b77-4603-9d8c-3ffc73c6b958-10wj8,286f839a-8842-4cb7-b9b2-c00536d51e4f-h0hg,4,6384,440,266913,144,129639,33,49,33,33,49,41,FALSE
75694,75694,2658,0,989f63f3-1c75-4c0e-a27a-ea6378c3c477-3ps4,293c076b-5148-4b51-9fd0-daf07830dc86-1slg5,3,6384,437,282855,144,129639,33,73,41,28,52,73,FALSE
75694,75694,2658,0,c17ba10b-2b49-4546-8962-9d7f484741e2-10w2k,294642b0-7f07-48c5-8bb1-63ee6036a987-1slg5,3,6384,438,280429,144,129639,28,52,73,33,73,41,FALSE
67615,67615,2658,144,9e8a2a7c-9f38-4231-a372-96e03ec3149f-1sk7o,2959c6d7-12d7-4195-aaac-fb0ea7b3d924-1sjio,39,8973,437,129311,144,129408,332777,1.62E+12,5581777,196041,264496,0,FALSE
75694,75694,2658,0,7475623f-d9d5-45d6-a396-f30f57ec877c-3pmk,2969ef53-7ac3-40b0-a955-bd5d86e8a950-3ps4,3,6384,440,274729,144,129639,33,73,41,28,52,73,FALSE
75694,75694,15240,0,8e60ca23-9541-4025-aa88-762c50c61b33-10ocs,29ede8bf-eb97-4d55-b832-c0242bfe33dd-10ocs,178,6384,0,281560,144,129467,129239,1.62E+12,5488773,199625,204038,196151,FALSE
83515,83515,2310,112.79.154.154,89ce0837-6ac3-4244-a321-0c4a57c1c442-6m3o,2a29ab11-5809-4bec-b0a7-612830de1502-1sj7k,767,9115,10314,1817,144,129408,215442,1.62E+12,5551816,187725,196041,359921,FALSE
75694,75694,15336,0,ebde1f05-d070-42e0-80d5-69b622f5f91e-10nw4,2a48d118-a15b-488d-a21d-c3893f1f0231-1siwg,379,6384,0,136127,144,129639,33,50,73,33,50,33,FALSE
75694,75694,2658,0,e35a3ce7-afda-49f9-9fd8-7a3f76eedef3-1sjlg,2a55de4d-0b13-4008-a6e8-a159dd95140e-1sjd4,3,6384,437,136127,144,129639,33,73,41,28,52,73,FALSE
75694,75694,15240,0,cf5be883-d344-4313-8a90-a66976ec6efe-10u7w,2a76c57d-1afb-46a9-be0e-a0e18af00ac1-3qs8,178,6384,0,180303,144,129639,129239,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,15240,0,3e01e684-8e93-4819-a741-b2ca9af58149-1sjr0,2a7bf891-f49d-45f3-899d-3b0b81090171-h0k8,178,6384,10314,280429,144,129639,129784,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,2320,0,8c8ed1f3-b5a2-47ae-ac64-a508ca3b2ea2-10w84,2aca981e-765b-4377-b8ee-80aede8733e8-10ni8,34,6384,10240,136127,144,129639,321300,1.62E+12,5488088,199452,202038,196460,TRUE
26329,26329,2310,0,a318ab38-fffb-4e16-be6d-d6793e2ec17f-10w5c,2ada4627-e3bd-4efc-b68e-81b1b212fcd0-10oa0,767,6031,10295,348026,144,129408,326424,1.62E+12,5581765,129311,196182,196041,FALSE
75694,75694,2501,0,d49de555-8679-441f-a6c3-551f33f2f31c-10u2c,2add453f-b033-4bbe-bafb-2e2b9042d51d-1sjts,26,6384,436,134237,144,129639,339647,1.62E+12,5488088,360140,203206,196460,FALSE
86431,86431,2308,0,2eb7e6a3-d969-4334-b8ae-195f52004ccc,2ae5e0d9-d131-44f7-834f-527a04dcbcc3-10nns,74,10549,438,280429,144,129433,33,49,33,33,49,41,FALSE
75694,75694,15240,0,167cc716-3f00-4a1d-b7ed-ea58a9e50f41-10wj8,2b44cfa2-3b49-45ac-ad33-e970e1a5fe2b-10oa0,178,6384,0,266906,144,129639,129239,1.62E+12,5488088,199414,202038,196460,FALSE
75694,75694,15240,0,ae03571f-984b-41bc-bcfe-ca62db97c89b-10wos,2c4c70a1-f312-4a76-8bf5-3f4353e3bf3d-1siz8,178,6384,34705,266906,144,129639,130098,1.62E+12,5488088,199522,202038,196460,FALSE
85524,85524,76969,0,ee5df3ec-071e-4ccc-9a95-2318a2f7d607,2c5d1b4d-58a7-4cd0-84d9-1e607fb8d849-h0k8,2923,10063,34755,280429,144,129433,33,73,41,28,52,73,FALSE
75694,75694,2308,0,a355f9e2-0d5a-4451-a8a6-8a50aa31e95e-10wos,2cd182f2-763f-4de1-a7eb-661f92e9beae-10ol4,4,6384,0,280429,144,129639,33,49,33,33,49,41,FALSE
75694,75694,2308,0,445a2a42-99bb-4055-a33a-a9fb9bdaa835-10u2c,2cf4a35c-abd4-4347-b776-5ca173795bec-1sj4s,4,6384,10300,280429,144,129639,33,49,33,33,49,41,FALSE
75694,75694,85030,0,d2fffbb3-73ef-49be-aa8a-3a8a6f703b4f-10nw4,2d188c95-f068-4cc4-b856-2bec9bd9a2f1-1sj7k,3290,6384,0,133765,144,129639,356952,1.62E+12,5488773,199414,202038,196460,FALSE
75694,75694,15240,0,2520d52c-cba1-47e1-a95b-b3fc8a052ca2-1sj20,2e17084b-29df-41cd-bd77-8ef88c1859d9-62qg,178,6384,0,148496,144,129639,129239,1.62E+12,5488773,199414,202038,196460,FALSE
75694,75694,2308,0,1fe3d606-903f-4412-bf4e-9c6ccfd65eb5-10wos,2e31c07c-888d-445c-8a67-877641ec1911-10ntc,4,6384,439,280429,144,129639,33,49,33,33,49,41,FALSE
75694,75694,15240,0,c49f7d84-e201-423b-a5f3-7d832a61cdb3-10waw,2e64ff57-7409-4197-867a-7f52cd1c8e49-1sjac,178,6384,0,266906,144,129639,129784,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,15240,0,914e46e5-ccbf-456a-bc2d-305b398fb278-10ol5,2e96cbbb-25c8-4509-9802-1934b39d0b24-1sjts,178,6384,0,187725,144,129639,129239,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,85030,0,40a003d7-dea6-4c42-bf53-97be4717ac7d-3pjs,2f06653d-aef7-4939-9982-6b501ae1eede-3qjw,3290,6384,435,280429,144,129639,356952,1.62E+12,5488088,199452,202038,196460,FALSE
75694,75694,15240,0,aed95139-46ed-42cb-8438-3ab9637349e7-10ni8,2f2440a8-5473-4db6-8403-2a869f0195a7-10o78,178,6384,0,266906,144,129639,129239,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,15240,0,35636358-243e-405d-8ace-1aeacdb66f5e-10tzk,2f3409b2-67f5-4ec8-bff5-52172822d674-1sjfw,178,6384,436,145456,144,129639,129241,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,85030,0,a2437d41-85ab-4f9c-afef-8e8d2de7f640-1siz8,2f7bae71-0b39-415b-9998-c7b5e6ace121-h0k8,3290,6384,437,273302,144,129639,356952,1.62E+12,5488088,199414,202038,196460,FALSE
26329,26329,2310,0,91bdc5ff-64a9-4a2d-b8dd-68181f8ceb89-6m98,2f8f9314-b286-4643-8d2a-51d975c58190-h0hg,49,6031,10295,348026,144,129408,129186,1.62E+12,5580567,129311,196169,196041,FALSE
67615,67615,2658,144,362265a4-478b-4246-9858-b6c92e039a05-6mkc,2fde3e08-5f01-448f-99e5-0b551952f57b-1sjo8,667,8973,437,129311,144,129408,317403,1.62E+12,5581777,196041,264496,0,FALSE
75694,75694,15240,0,4c802808-fc54-413f-be33-516e3a59bb43-10nnt,308bc17c-17d2-46a9-85ce-e0602b9ab071-1sjts,178,6384,437,0,144,129639,129239,1.62E+12,5488773,199452,202038,196460,FALSE
8895,8895,76972,144,f9c6ec3f-91f4-407c-a835-574e30007b92,30b581a3-49c2-4f24-b787-601d93a77213-1sjo8,2925,405,10314,1817,144,129433,334785,1.62E+12,5601460,280429,196041,359921,FALSE
75694,75694,2308,0,d7b2de6d-14f3-434b-9947-ccdc30f66613-10uao,320f15a4-264b-4866-8f7a-b33c02785289-10o78,4,6384,0,266906,144,129639,33,49,33,33,49,41,FALSE
29892,29892,76969,0,447b0152-bdaa-4183-956d-a85fb74b878a,322f5e08-eeaa-4ca4-9d3c-97e2788a078b-1sjzc,2923,469,437,196041,144,129433,334759,1.62E+12,5583264,0,0,129433,FALSE
83515,83515,2310,223.186.242.131,60a105dc-4a7c-467f-bd81-545d53c05d5d-3qs8,325cd529-8b36-4122-9e64-83dc5b38d1b4-10nqk,767,9115,10263,1806,144,129408,215442,1.62E+12,5603772,136127,196041,360831,FALSE
75694,75694,15240,0,ec8e558e-a666-4908-be99-55737b776c9a-3pjs,32da7702-dc9b-4057-952d-b778e70b85f4-10ntc,178,6384,34728,136127,144,129639,337645,1.62E+12,5488773,360147,203206,196460,FALSE
85572,85572,2658,103.17.110.59,6874f1f8-56c5-4c05-b6b7-b9cb415ce9d1-1sjlg,32ecf771-6c4b-414d-9426-6d15fbbe7c54-1sito,3,10346,0,1807,144,129639,332783,1.62E+12,5599296,0,196047,360138,FALSE
75694,75694,85030,0,6be2e7bc-40ea-4302-a9e0-7e1f5fe74b29-1sjts,32f95554-37ad-48ac-b85d-c9ab3ac58d3c-10oqo,3290,6384,10295,136127,144,129639,356952,1.62E+12,5488088,199522,202038,196460,FALSE
75694,75694,85030,0,07f86825-f53d-44d1-90fe-343a089efae3-10oa1,333b1a5a-072a-42be-9ff4-3917233e1e73-1sjio,3290,6384,34720,267504,144,129639,357097,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,15240,0,ad9213c3-efa9-463f-b107-9db406e36c7a-10ni8,339a9499-7d17-4890-85c4-260c882422ae-1sj4s,178,6384,436,266906,144,129639,129784,1.62E+12,5488773,199414,202038,196460,FALSE
75694,75694,85030,0,9f58987c-5734-4747-9ee5-8a1a25ee26bc-10tzk,33cb7be5-dd64-4e08-b53a-4ed0af014bee-h0k8,3290,6384,10267,266906,144,129639,356952,1.62E+12,5488088,199414,202038,196460,FALSE
75694,75694,85030,0,b901e4fb-3436-48bd-af6d-204fe1cd4711-10o78,34524cb7-ab65-4525-a997-346933a35add-10ntc,3290,6384,0,267504,144,129639,356952,1.62E+12,5488773,199414,202038,196460,FALSE
7750,7750,38513,145,a4f30452-30f9-41dd-b3a2-a1b5c3de1a06-1sk24,345d5f25-86a6-4f64-b926-2f3772134e60-1sj20,2558,1589,0,2432,145,129639,319007,1.62E+12,5528619,149453,196047,0,FALSE
25470,25470,76969,0,a4e53db5-1185-409e-a408-435f10ae95d7,34752690-78cf-4517-8ffb-091fd4f9651d-62qg,2923,10553,437,348020,144,129433,334758,1.62E+12,5614752,129311,196073,196041,FALSE
78510,78510,2658,144,5236d855-6ae0-47ba-a1a0-05c4da8b85ea,34ea7ecb-3b67-4479-b891-12997fdfd1c2-1sjlg,667,7485,34755,129311,144,129408,317403,1.62E+12,5614133,196041,264494,0,FALSE
75694,75694,15240,0,c2a7b64b-aa66-4824-bafe-1a066a4595de-10u2c,352b05d6-b992-4fed-b04c-9e7dbe988f66-1sjr0,178,6384,439,133765,144,129639,129784,1.62E+12,5488088,199452,202038,196460,FALSE
75694,75694,2658,0,826bb77f-479e-4e03-84c8-3b80073cd06d-10w84,35b07696-8283-46b2-83a1-50a4d622ac70-10ol4,3,6384,0,178145,144,129639,33,73,41,28,52,73,FALSE
75694,75694,15240,0,3cdeff2d-1642-4ad3-a803-979f40cb6108-1sjac,35bec415-96ce-4f87-a560-fba8e1457dbe-10ocs,178,6384,10243,151402,144,129639,337645,1.62E+12,5488773,199522,202038,196460,FALSE
7750,7750,76969,145,ad85c230-97ac-4bd4-8a43-757fdc764841,364cc462-3dc6-4e9f-aac1-1b9ee2c65279-3qpg,2923,1589,0,2431,145,129433,334758,1.62E+12,5528609,282895,196041,359919,FALSE
32847,32847,85030,0,4953e38d-6e33-4862-93f3-879dc3c68c5f-10w2k,3666e9ee-b88c-4e8d-807a-d9f8c316ee14-62ys,3291,607,438,196041,144,129408,355689,1.62E+12,5576813,227442,0,129408,FALSE
75694,75694,85030,0,0cfdfbb6-c175-49af-ac3e-50f061778da3-10oqo,368ac91c-21b6-44f0-8aae-27e8a875a8d2-1slg5,3290,6384,0,266906,144,129639,356952,1.62E+12,5488088,199505,202038,196460,FALSE
8895,8895,15240,144,ead78897-523b-4930-bebf-3149a15d2761-10uao,378f7752-223a-46b4-b697-8696ad52ae5f-1sj7k,179,405,0,1811,144,129408,337639,1.62E+12,5602209,280429,196041,359921,FALSE
75694,75694,2658,0,0ffa110b-1dd8-4a71-9845-587a728043ce-1sjts,379c9e9e-f284-42d1-a6cb-365981574939-1sjfw,3,6384,0,178143,144,129639,28,52,73,33,73,41,FALSE
75694,75694,65594,0,9febd0f3-9e61-454f-81ad-0680bd73d1dd-1sj20,387595b3-fb3b-4a0b-ad3e-4fc52aba6dd6-3qs8,2602,6384,10269,266906,144,129639,33,50,33,33,49,83,FALSE
75694,75694,85030,0,5ec54877-e3b5-4e3a-8b2a-e701db32e6c1-10oic,387befe0-fe20-41f6-8177-79a715e66a85-1sito,3290,6384,10291,172725,144,129639,356952,1.62E+12,5488088,199452,202038,196460,FALSE
75694,75694,2658,0,63b6f3c1-9fd5-4ec0-b8f5-5e37bcd7d07f-62kw,388d7af0-9038-46bb-9f0f-39c2d388a2f7-1sk24,3,6384,10250,0,144,129639,33,73,41,28,52,73,FALSE
85572,85572,2658,49.204.191.108,77012d09-1d5a-4880-8b02-2bbd681cfca8-1sjts,3891c3d2-5ead-4759-ac98-06e452e9e2ac-62ys,3,10346,10234,129163,144,129639,350086,1.62E+12,5599296,266737,196047,199452,FALSE
75694,75694,15240,0,4f9f35d5-9bac-4656-b2c9-3d8fa894fc65-10tws,38c714dd-d8c7-4894-bc86-08ec9f179d83-10nw4,178,6384,435,280429,144,129639,129239,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,2658,0,44f91a20-4d95-4a56-a46e-0dbb3925eef8-6mes,38ece3d4-dda9-4bb3-a9ed-0edc7e4cc67e-3ps4,3,6384,440,136127,144,129639,33,73,41,28,52,73,FALSE
29892,29892,76969,0,538cfa5f-157a-45d8-a92f-54e342857502,38f04b84-e12a-48f3-83b4-944fed76334b-1sjo8,2923,469,435,196041,144,129433,334760,1.62E+12,5583264,0,0,129433,FALSE
8895,8895,70348,144,f69a060a-ba4a-4486-9452-d0ce47e3ecdb-10ni8,38f0e9dc-5f82-4bdf-8886-fce75570b080-1sk24,2714,405,437,1808,144,196034,326536,1.62E+12,5601459,155404,196047,199452,FALSE
75694,75694,77853,0,105a8ab9-2429-41b2-9759-a68b33dca37a-3ppc,3a5a616b-fe19-4578-b5d3-3b124fcac66a-10nqk,2958,6384,0,0,144,129639,336428,1.62E+12,5488773,199414,202038,196460,FALSE
75694,75694,85030,0,d5f7bd77-5c42-407b-b397-b447f6cb861b-1sito,3a6330da-21b6-4be4-9a7a-67fb0321baaa-1sjfw,3290,6384,10314,266913,144,0,356952,1.62E+12,5488088,360234,230191,196376,FALSE
75694,75694,85030,0,a053e784-820d-491c-b130-2b4e411b5cef-1siwg,3b16ac09-d9ff-4279-b302-627407f96d45-10onx,3290,6384,435,266737,144,129639,356952,1.62E+12,5488773,199452,202038,196460,FALSE
29892,29892,2848,0,374af42a-1e79-4417-bd30-a485de23611b-6mkc,3b403a84-a387-48b1-bdfd-225b41fd626d-62qg,1028,469,440,196041,144,129408,351842,1.62E+12,5583264,0,0,129408,FALSE
66066,66066,16153,2409:4070:4411:2e4c:623a:9a1f:ae47:ecae,adc0ba23-de94-458c-a67e-31af4183f299-10wm0,3b9d69c3-5d1f-4a6f-8b34-076b2446deb7-10onw,1057,6630,437,348020,144,0,315157,1.62E+12,5614609,129311,196182,196041,FALSE
75694,75694,2308,0,5fc9fde4-50ec-4f74-a4c7-dec2ab3f88b8-1sk7o,3bebccac-4bce-4a01-828e-38fedeca0c1e-1sjr0,4,6384,0,280429,144,129639,33,49,33,33,49,41,FALSE
32847,32847,2310,0,09f40a92-5fe6-4b4e-8d27-14b728e94abc-10wdo,3c85b2fd-438e-4096-ac20-29b5e0b69e97-10ntc,767,607,437,196041,144,129408,327032,1.62E+12,5508016,0,0,129408,FALSE
77274,77274,16153,0,4c3a6ca9-0206-44f5-aa74-0eb31034d1e9-62kw,3cd91000-d63c-457f-98dc-e2b372dd78e8-1sjzc,2627,9767,10233,0,144,129408,33,73,41,28,52,73,FALSE
75694,75694,15240,0,9bf52fb6-886d-424f-8579-d6bd7e2f2a63-10wdo,3ce3901a-0b8b-44a0-80ee-fc8f9e87c134-1sito,178,6384,208114,281987,144,129639,129239,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,15240,0,1eeea6ac-6b76-4198-a89f-3326b7b82f42-1sjo9,3ce423ba-7105-492f-a306-d7387e564f45-10oqo,178,6384,435,266737,144,129639,337645,1.62E+12,5488773,199414,202038,196460,FALSE
85572,85572,15240,125.23.222.38,3cb5791b-c7f1-4021-9166-813b2c79bc09-1sjlg,3d14005d-ff78-406f-85f5-96bbff23a2c5-10nns,178,10346,0,1815,144,129639,129239,1.62E+12,5599296,266913,196047,199522,FALSE
75694,75694,65594,0,18628fbf-1259-4f5f-bf56-ee6454391c39-1sito,3d5686aa-0267-4c71-8fa0-8a8c8820e754-10ol4,2602,6384,0,180916,144,129639,33,50,33,33,49,83,FALSE
75694,75694,2658,0,83012ced-7401-42e8-9200-c645657b3be6-1sj7k,3dbeb352-e050-4842-bda8-59e942bdf033-10ol4,3,6384,34719,280429,144,129639,33,50,3,33,73,41,FALSE
75694,75694,15240,0,6cdf56da-2daa-47cb-8062-bed8dcd403eb-10wos,3de1507e-995b-48d2-879d-cd696ad5750b-1sk7o,178,6384,0,0,144,129639,337643,1.62E+12,5488773,199414,202038,196460,FALSE
75694,75694,85030,0,ae477317-1d99-4a3e-8d24-728fb127f615-62ys,3e14d56a-edc2-4b77-9646-2654bbde8943-10onw,3290,6384,0,266906,144,129639,356952,1.62E+12,5488088,199414,202038,196460,FALSE
75694,75694,85030,0,2352396e-19e1-4713-aa91-977ae5e7b4b7-10ofk,3e378cbc-acca-4d10-b346-64849207e524-631k,3290,6384,439,280429,144,129639,356952,1.62E+12,5488088,199414,202038,196460,FALSE
75694,75694,2658,0,6712b3eb-fdaa-49f3-b9a6-1e21c3ca00e6-10ntc,3e5508be-76dc-48fb-8969-3c09df97f3a4-10o78,3,6384,10316,149468,144,196034,33,73,43,33,73,41,FALSE
75694,75694,15240,0,9c638d7e-ec68-46ad-b92c-524a5a29e4c4-h0k8,3e9ca54d-bd3f-4e3a-8ddb-2de7d8780692-1sjwk,178,6384,10240,136127,144,129639,129784,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,65615,0,f808b767-84e0-41f4-a3fd-f28144bb5d4e-10wgg,3ef74875-2a8a-4701-a633-dab3c85a14e8-1sj7k,2608,6384,0,136127,144,129639,33,73,41,28,52,73,FALSE
75694,75694,13540,0,eba7db4f-281c-45fd-823b-f4547ed53239-10nw4,3f3d2384-7d7e-4982-a0d4-f38e6178f1b8-1sito,204,6384,435,136127,144,129639,33,72,63,33,50,73,FALSE
75694,75694,2501,0,090ad93d-77ba-4fb8-962a-962174bd67c6-6mhk,3fe56b40-7592-4fa9-8633-2854b5595921-1sj7k,26,6384,34728,266906,144,129639,339647,1.62E+12,5488088,199414,202038,196460,FALSE
75694,75694,2658,0,44354538-49ca-4ff3-978b-47ae471c756c-1sjlg,3ff3173c-5e99-4962-8fc1-14d9889c7f3c-1sjwk,3,6384,439,136127,144,129639,33,73,41,28,52,73,FALSE
75694,75694,2308,0,deb5440a-2601-48b8-88b3-3699a88b8200-10w84,4031eb42-63f0-4413-9177-d0e314c076f0-1sj7k,4,6384,0,266906,144,129639,33,49,33,33,49,41,FALSE
75694,75694,85030,0,34fe6ac5-e409-4d2b-af3b-70c590d08894-10o78,408f4777-f2a7-443d-91f5-bd0db02ea7f2-10ni8,3290,6384,0,133765,144,129639,356952,1.62E+12,5488088,199414,202038,196460,FALSE
75694,75694,15240,0,ad658b95-4f96-4a38-94fe-84bbd9fdab4d-10nqk,40afe09c-7169-40e1-9788-d119eb16babd-1siz8,178,6384,10314,280429,144,129639,129239,1.62E+12,5488773,199414,202038,196460,FALSE
75694,75694,2308,0,dc5148b9-4a10-47a3-a2e4-eb7dfe4b713d-10udg,40b34d94-82cb-45e3-9c00-7353187e8c73-h0k8,4,6384,0,0,144,129639,33,49,33,33,49,41,FALSE
75694,75694,85030,0,0f45ac2e-2e73-42ee-8225-22f1454a5bfd-10wrk,410060be-2487-406c-ba4e-6372b8793cec-1sjd4,3290,6384,10314,280429,144,129639,356952,1.62E+12,5488773,199452,202038,196460,FALSE
75694,75694,13539,0,eba53936-118e-4130-afc9-b9a0fd877b74-h0hg,41319e1d-b7fd-4e7c-8cd0-d93c9b5c962a-1sjr0,205,6384,10300,264684,144,129639,33,50,73,33,50,33,FALSE
84618,84618,8359,0,722b1b75-291c-4b13-a079-3b144289baa5-10onw,41d85b13-9d7f-462d-b554-ce6cb562a8de-1siwg,1215,9836,436,266906,144,129408,33,50,73,33,50,31,FALSE
75694,75694,2308,0,dcb7d289-7fb3-4497-9508-cdc6c885b07a-10oa0,41e2f187-5ca1-42e4-b513-6da9d006b0d0-1sj4s,4,6384,10240,147570,144,129639,33,49,33,33,49,41,FALSE
75694,75694,2658,0,cf310fd5-8488-4b18-a4c5-9af3a001be3f-1sjio,425e54a2-2b50-49ad-b8de-2ee66fb2034a-10onw,621,6384,439,280429,144,129639,33,72,33,33,48,93,FALSE
75694,75694,2308,0,0861ff9c-d554-457a-a756-fa78e5f70527-10u7w,426ee06a-e510-4dbe-b55b-4552ea7acef8-10ol4,4,6384,437,151879,144,129639,33,49,33,33,49,41,FALSE
